datetime,MaxLevel
2015-10-18,644.1
2015-10-17,643.7
2015-10-16,642.9
2015-10-15,643.2
2015-10-14,643.5
2015-10-13,644.0
2015-10-12,645.3
2015-10-11,645.9
2015-10-10,645.3
2015-10-09,644.4
2015-10-08,644.1
2015-10-07,644.2
2015-10-06,644.5
2015-10-05,645.4
2015-10-04,646.2
2015-10-03,645.5
2015-10-02,645.0
2015-10-01,645.2
2015-09-30,646.5
2015-09-29,647.4
2015-09-28,648.2
2015-09-27,648.6
2015-09-26,647.7
2015-09-25,646.3
2015-09-24,646.1
2015-09-23,646.3
2015-09-22,646.5
2015-09-21,646.3
2015-09-20,646.9
2015-09-19,646.5
2015-09-18,646.1
2015-09-17,646.5
2015-09-16,646.1
2015-09-15,646.3
2015-09-14,647.1
2015-09-13,647.5
2015-09-12,647.1
2015-09-11,646.4
2015-09-10,645.0
2015-09-09,643.9
2015-09-08,644.9
2015-09-07,646.3
2015-09-06,646.2
2015-09-05,645.8
2015-09-04,644.9
2015-09-03,645.6
2015-09-02,645.6
2015-09-01,646.0
2015-08-31,646.6
2015-08-30,647.5
2015-08-29,646.6
2015-08-28,645.9
2015-08-27,646.3
2015-08-26,647.1
2015-08-25,647.6
2015-08-24,648.5
2015-08-23,649.5
2015-08-22,649.1
2015-08-21,648.5
2015-08-20,647.7
2015-08-19,647.9
2015-08-18,648.5
2015-08-17,649.4
2015-08-16,649.7
2015-08-15,648.8
2015-08-14,648.4
2015-08-13,648.2
2015-08-12,648.1
2015-08-11,649.2
2015-08-10,650.4
2015-08-09,651.2
2015-08-08,650.9
2015-08-07,650.6
2015-08-06,651.4
2015-08-05,652.0
2015-08-04,653.1
2015-08-03,654.4
2015-08-02,655.3
2015-08-01,655.0
2015-07-31,655.6
2015-07-30,656.7
2015-07-29,657.4
2015-07-28,657.9
2015-07-27,659.0
2015-07-26,659.8
2015-07-25,659.6
2015-07-24,660.1
2015-07-23,660.7
2015-07-22,661.6
2015-07-21,662.3
2015-07-20,663.1
2015-07-19,663.6
2015-07-18,663.6
2015-07-17,664.2
2015-07-16,664.9
2015-07-15,665.6
2015-07-14,666.0
2015-07-13,666.6
2015-07-12,667.1
2015-07-11,667.1
2015-07-10,667.4
2015-07-09,667.4
2015-07-08,668.2
2015-07-07,668.8
2015-07-06,669.9
2015-07-05,670.3
2015-07-04,670.3
2015-07-03,670.6
2015-07-02,670.5
2015-07-01,670.3
2015-06-30,670.4
2015-06-29,671.4
2015-06-28,671.6
2015-06-27,671.7
2015-06-26,672.0
2015-06-25,673.0
2015-06-24,672.9
2015-06-23,672.5
2015-06-22,671.9
2015-06-21,671.0
2015-06-20,669.9
2015-06-19,668.9
2015-06-18,667.8
2015-06-17,666.2
2015-06-16,665.8
2015-06-15,665.2
2015-06-14,664.4
2015-06-13,663.8
2015-06-12,664.2
2015-06-11,664.4
2015-06-10,664.6
2015-06-09,664.8
2015-06-08,664.4
2015-06-07,664.9
2015-06-06,665.1
2015-06-05,665.1
2015-06-04,665.2
2015-06-03,665.6
2015-06-02,665.7
2015-06-01,665.9
2015-05-31,665.3
2015-05-30,664.2
2015-05-29,663.4
2015-05-28,662.9
2015-05-27,662.6
2015-05-26,662.2
2015-05-25,661.7
2015-05-24,660.4
2015-05-23,657.0
2015-05-22,655.9
2015-05-21,655.2
2015-05-20,655.1
2015-05-19,654.6
2015-05-18,653.9
2015-05-17,652.8
2015-05-16,651.3
2015-05-15,650.2
2015-05-14,648.8
2015-05-13,647.9
2015-05-12,647.5
