datetime,datetime_x,datetime_x,Comal River,Unnamed: 0_x,datetime_y,Comal Rv (nc),Unnamed: 0_y,datetime.1,Comal Rv (oc),datetime_y,MaxLevel
2015-05-12,2015-05-12 00:00:00,2015-05-12 00:00:00,216.0,35708,2015-05-12 00:00:00,166.0,111756,2015-05-12 00:00:00,55.0,2015-05-12,824.3
2015-05-13,2015-05-13 00:00:00,2015-05-13 00:00:00,223.0,35804,2015-05-13 00:00:00,149.0,111852,2015-05-13 00:00:00,54.4,2015-05-13,824.5
2015-05-14,2015-05-14 00:00:00,2015-05-14 00:00:00,288.0,35900,2015-05-14 00:00:00,151.0,111948,2015-05-14 00:00:00,54.4,2015-05-14,824.7
2015-05-15,2015-05-15 00:00:00,2015-05-15 00:00:00,242.0,35996,2015-05-15 00:00:00,151.0,112044,2015-05-15 00:00:00,56.3,2015-05-15,826.3
2015-05-16,2015-05-16 00:00:00,2015-05-16 00:00:00,389.0,36092,2015-05-16 00:00:00,153.0,112140,2015-05-16 00:00:00,52.4,2015-05-16,827.2
2015-05-17,2015-05-17 00:00:00,2015-05-17 00:00:00,242.0,36188,2015-05-17 00:00:00,158.0,112236,2015-05-17 00:00:00,59.6,2015-05-17,828.5
2015-05-18,2015-05-18 00:00:00,2015-05-18 00:00:00,467.0,36284,2015-05-18 00:00:00,164.0,112332,2015-05-18 00:00:00,60.3,2015-05-18,829.3
2015-05-19,2015-05-19 00:00:00,2015-05-19 00:00:00,270.0,36380,2015-05-19 00:00:00,173.0,112428,2015-05-19 00:00:00,55.7,2015-05-19,830.0
2015-05-20,2015-05-20 00:00:00,2015-05-20 00:00:00,256.0,36476,2015-05-20 00:00:00,168.0,112524,2015-05-20 00:00:00,54.4,2015-05-20,830.7
2015-05-21,2015-05-21 00:00:00,2015-05-21 00:00:00,252.0,36572,2015-05-21 00:00:00,171.0,112620,2015-05-21 00:00:00,59.0,2015-05-21,831.8
2015-05-22,2015-05-22 00:00:00,2015-05-22 00:00:00,246.0,36668,2015-05-22 00:00:00,173.0,112716,2015-05-22 00:00:00,56.3,2015-05-22,832.4
2015-05-23,2015-05-23 00:00:00,2015-05-23 00:00:00,256.0,36764,2015-05-23 00:00:00,171.0,112812,2015-05-23 00:00:00,60.3,2015-05-23,833.1
2015-05-24,2015-05-24 00:00:00,2015-05-24 00:00:00,709.0,36860,2015-05-24 00:00:00,195.0,112908,2015-05-24 00:00:00,63.6,2015-05-24,836.8
2015-05-25,2015-05-25 00:00:00,2015-05-25 00:00:00,367.0,36956,2015-05-25 00:00:00,190.0,113004,2015-05-25 00:00:00,60.3,2015-05-25,837.7
2015-05-26,2015-05-26 00:00:00,2015-05-26 00:00:00,457.0,37052,2015-05-26 00:00:00,198.0,113100,2015-05-26 00:00:00,62.2,2015-05-26,837.7
2015-05-27,2015-05-27 00:00:00,2015-05-27 00:00:00,299.0,37148,2015-05-27 00:00:00,200.0,113196,2015-05-27 00:00:00,58.3,2015-05-27,837.9
2015-05-28,2015-05-28 00:00:00,2015-05-28 00:00:00,288.0,37244,2015-05-28 00:00:00,200.0,113292,2015-05-28 00:00:00,54.4,2015-05-28,838.2
2015-05-29,2015-05-29 00:00:00,2015-05-29 00:00:00,284.0,37340,2015-05-29 00:00:00,205.0,113388,2015-05-29 00:00:00,62.2,2015-05-29,838.9
2015-05-30,2015-05-30 00:00:00,2015-05-30 00:00:00,342.0,37436,2015-05-30 00:00:00,195.0,113484,2015-05-30 00:00:00,59.0,2015-05-30,839.5
2015-05-31,2015-05-31 00:00:00,2015-05-31 00:00:00,411.0,37532,2015-05-31 00:00:00,200.0,113580,2015-05-31 00:00:00,62.9,2015-05-31,840.4
2015-06-01,2015-06-01 00:00:00,2015-06-01 00:00:00,314.0,37628,2015-06-01 00:00:00,205.0,113676,2015-06-01 00:00:00,63.6,2015-06-01,841.9
2015-06-02,2015-06-02 00:00:00,2015-06-02 00:00:00,311.0,37724,2015-06-02 00:00:00,211.0,113772,2015-06-02 00:00:00,61.6,2015-06-02,842.4
2015-06-03,2015-06-03 00:00:00,2015-06-03 00:00:00,322.0,37820,2015-06-03 00:00:00,208.0,113868,2015-06-03 00:00:00,60.3,2015-06-03,842.8
2015-06-04,2015-06-04 00:00:00,2015-06-04 00:00:00,322.0,37916,2015-06-04 00:00:00,208.0,113964,2015-06-04 00:00:00,62.9,2015-06-04,843.1
2015-06-05,2015-06-05 00:00:00,2015-06-05 00:00:00,350.0,38012,2015-06-05 00:00:00,208.0,114060,2015-06-05 00:00:00,63.6,2015-06-05,843.3
2015-06-06,2015-06-06 00:00:00,2015-06-06 00:00:00,342.0,38108,2015-06-06 00:00:00,211.0,114156,2015-06-06 00:00:00,63.6,2015-06-06,843.4
2015-06-07,2015-06-07 00:00:00,2015-06-07 00:00:00,330.0,38204,2015-06-07 00:00:00,213.0,114252,2015-06-07 00:00:00,63.6,2015-06-07,843.6
2015-06-08,2015-06-08 00:00:00,2015-06-08 00:00:00,330.0,38300,2015-06-08 00:00:00,211.0,114348,2015-06-08 00:00:00,63.6,2015-06-08,843.7
2015-06-09,2015-06-09 00:00:00,2015-06-09 00:00:00,322.0,38396,2015-06-09 00:00:00,213.0,114444,2015-06-09 00:00:00,64.2,2015-06-09,843.8
2015-06-10,2015-06-10 00:00:00,2015-06-10 00:00:00,303.0,38492,2015-06-10 00:00:00,211.0,114540,2015-06-10 00:00:00,64.2,2015-06-10,843.9
2015-06-11,2015-06-11 00:00:00,2015-06-11 00:00:00,311.0,38588,2015-06-11 00:00:00,211.0,114636,2015-06-11 00:00:00,63.6,2015-06-11,844.0
2015-06-12,2015-06-12 00:00:00,2015-06-12 00:00:00,303.0,38684,2015-06-12 00:00:00,208.0,114732,2015-06-12 00:00:00,64.2,2015-06-12,844.1
2015-06-13,2015-06-13 00:00:00,2015-06-13 00:00:00,284.0,38780,2015-06-13 00:00:00,216.0,114828,2015-06-13 00:00:00,59.0,2015-06-13,844.3
2015-06-14,2015-06-14 00:00:00,2015-06-14 00:00:00,303.0,38876,2015-06-14 00:00:00,216.0,114924,2015-06-14 00:00:00,60.3,2015-06-14,844.5
2015-06-15,2015-06-15 00:00:00,2015-06-15 00:00:00,817.0,38972,2015-06-15 00:00:00,218.0,115020,2015-06-15 00:00:00,59.6,2015-06-15,844.9
2015-06-16,2015-06-16 00:00:00,2015-06-16 00:00:00,338.0,39068,2015-06-16 00:00:00,218.0,115116,2015-06-16 00:00:00,59.6,2015-06-16,845.2
2015-06-18,2015-06-18 00:00:00,2015-06-18 00:00:00,2700.0,39164,2015-06-18 00:00:00,231.0,115212,2015-06-18 00:00:00,62.2,2015-06-18,845.6
2015-06-19,2015-06-19 00:00:00,2015-06-19 00:00:00,402.0,39260,2015-06-19 00:00:00,224.0,115308,2015-06-19 00:00:00,59.0,2015-06-19,845.8
2015-06-20,2015-06-20 00:00:00,2015-06-20 00:00:00,548.0,39356,2015-06-20 00:00:00,231.0,115404,2015-06-20 00:00:00,58.3,2015-06-20,846.0
2015-06-21,2015-06-21 00:00:00,2015-06-21 00:00:00,462.0,39452,2015-06-21 00:00:00,237.0,115500,2015-06-21 00:00:00,60.9,2015-06-21,846.2
2015-06-22,2015-06-22 00:00:00,2015-06-22 00:00:00,376.0,39548,2015-06-22 00:00:00,242.0,115596,2015-06-22 00:00:00,58.3,2015-06-22,846.4
2015-06-23,2015-06-23 00:00:00,2015-06-23 00:00:00,402.0,39644,2015-06-23 00:00:00,242.0,115692,2015-06-23 00:00:00,59.6,2015-06-23,846.6
2015-06-24,2015-06-24 00:00:00,2015-06-24 00:00:00,384.0,39740,2015-06-24 00:00:00,242.0,115788,2015-06-24 00:00:00,59.0,2015-06-24,846.8
2015-06-25,2015-06-25 00:00:00,2015-06-25 00:00:00,359.0,39836,2015-06-25 00:00:00,245.0,115884,2015-06-25 00:00:00,57.6,2015-06-25,847.1
2015-06-26,2015-06-26 00:00:00,2015-06-26 00:00:00,346.0,39932,2015-06-26 00:00:00,248.0,115980,2015-06-26 00:00:00,59.6,2015-06-26,847.2
2015-06-27,2015-06-27 00:00:00,2015-06-27 00:00:00,346.0,40028,2015-06-27 00:00:00,245.0,116076,2015-06-27 00:00:00,56.3,2015-06-27,847.4
2015-06-28,2015-06-28 00:00:00,2015-06-28 00:00:00,363.0,40124,2015-06-28 00:00:00,248.0,116172,2015-06-28 00:00:00,57.0,2015-06-28,847.7
2015-06-29,2015-06-29 00:00:00,2015-06-29 00:00:00,346.0,40220,2015-06-29 00:00:00,248.0,116268,2015-06-29 00:00:00,56.3,2015-06-29,848.0
2015-06-30,2015-06-30 00:00:00,2015-06-30 00:00:00,376.0,40316,2015-06-30 00:00:00,248.0,116364,2015-06-30 00:00:00,58.3,2015-06-30,848.1
2015-07-01,2015-07-01 00:00:00,2015-07-01 00:00:00,371.0,40412,2015-07-01 00:00:00,234.0,116460,2015-07-01 00:00:00,49.9,2015-07-01,848.3
2015-07-02,2015-07-02 00:00:00,2015-07-02 00:00:00,346.0,40508,2015-07-02 00:00:00,240.0,116556,2015-07-02 00:00:00,52.4,2015-07-02,848.8
2015-07-03,2015-07-03 00:00:00,2015-07-03 00:00:00,350.0,40604,2015-07-03 00:00:00,240.0,116652,2015-07-03 00:00:00,53.1,2015-07-03,847.2
2015-07-04,2015-07-04 00:00:00,2015-07-04 00:00:00,346.0,40700,2015-07-04 00:00:00,242.0,116748,2015-07-04 00:00:00,53.1,2015-07-04,847.3
2015-07-05,2015-07-05 00:00:00,2015-07-05 00:00:00,350.0,40796,2015-07-05 00:00:00,242.0,116844,2015-07-05 00:00:00,53.7,2015-07-05,847.5
2015-07-06,2015-07-06 00:00:00,2015-07-06 00:00:00,346.0,40892,2015-07-06 00:00:00,242.0,116940,2015-07-06 00:00:00,55.0,2015-07-06,848.1
2015-07-07,2015-07-07 00:00:00,2015-07-07 00:00:00,355.0,40988,2015-07-07 00:00:00,242.0,117036,2015-07-07 00:00:00,52.4,2015-07-07,848.2
2015-07-08,2015-07-08 00:00:00,2015-07-08 00:00:00,350.0,41084,2015-07-08 00:00:00,240.0,117132,2015-07-08 00:00:00,51.2,2015-07-08,848.5
2015-07-09,2015-07-09 00:00:00,2015-07-09 00:00:00,342.0,41180,2015-07-09 00:00:00,242.0,117228,2015-07-09 00:00:00,50.5,2015-07-09,848.6
2015-07-10,2015-07-10 00:00:00,2015-07-10 00:00:00,342.0,41276,2015-07-10 00:00:00,237.0,117324,2015-07-10 00:00:00,51.2,2015-07-10,848.6
2015-07-11,2015-07-11 00:00:00,2015-07-11 00:00:00,330.0,41372,2015-07-11 00:00:00,240.0,117420,2015-07-11 00:00:00,51.2,2015-07-11,848.0
2015-07-12,2015-07-12 00:00:00,2015-07-12 00:00:00,350.0,41468,2015-07-12 00:00:00,234.0,117516,2015-07-12 00:00:00,51.2,2015-07-12,848.1
2015-07-13,2015-07-13 00:00:00,2015-07-13 00:00:00,346.0,41564,2015-07-13 00:00:00,234.0,117612,2015-07-13 00:00:00,51.8,2015-07-13,848.8
2015-07-14,2015-07-14 00:00:00,2015-07-14 00:00:00,338.0,41660,2015-07-14 00:00:00,234.0,117708,2015-07-14 00:00:00,55.7,2015-07-14,848.9
2015-07-15,2015-07-15 00:00:00,2015-07-15 00:00:00,326.0,41756,2015-07-15 00:00:00,231.0,117804,2015-07-15 00:00:00,49.2,2015-07-15,848.9
2015-07-16,2015-07-16 00:00:00,2015-07-16 00:00:00,338.0,41852,2015-07-16 00:00:00,234.0,117900,2015-07-16 00:00:00,57.0,2015-07-16,849.0
2015-07-17,2015-07-17 00:00:00,2015-07-17 00:00:00,338.0,41948,2015-07-17 00:00:00,226.0,117996,2015-07-17 00:00:00,58.3,2015-07-17,849.2
2015-07-18,2015-07-18 00:00:00,2015-07-18 00:00:00,346.0,42044,2015-07-18 00:00:00,229.0,118092,2015-07-18 00:00:00,55.7,2015-07-18,848.6
2015-07-19,2015-07-19 00:00:00,2015-07-19 00:00:00,326.0,42140,2015-07-19 00:00:00,226.0,118188,2015-07-19 00:00:00,58.3,2015-07-19,848.7
2015-07-20,2015-07-20 00:00:00,2015-07-20 00:00:00,355.0,42236,2015-07-20 00:00:00,226.0,118284,2015-07-20 00:00:00,59.0,2015-07-20,849.5
2015-07-21,2015-07-21 00:00:00,2015-07-21 00:00:00,334.0,42332,2015-07-21 00:00:00,224.0,118380,2015-07-21 00:00:00,57.0,2015-07-21,849.5
2015-07-22,2015-07-22 00:00:00,2015-07-22 00:00:00,326.0,42428,2015-07-22 00:00:00,221.0,118476,2015-07-22 00:00:00,53.7,2015-07-22,849.6
2015-07-23,2015-07-23 00:00:00,2015-07-23 00:00:00,338.0,42524,2015-07-23 00:00:00,218.0,118572,2015-07-23 00:00:00,57.6,2015-07-23,849.7
2015-07-24,2015-07-24 00:00:00,2015-07-24 00:00:00,342.0,42620,2015-07-24 00:00:00,216.0,118668,2015-07-24 00:00:00,55.7,2015-07-24,849.0
2015-07-25,2015-07-25 00:00:00,2015-07-25 00:00:00,338.0,42716,2015-07-25 00:00:00,213.0,118764,2015-07-25 00:00:00,59.6,2015-07-25,849.1
2015-07-26,2015-07-26 00:00:00,2015-07-26 00:00:00,338.0,42812,2015-07-26 00:00:00,216.0,118860,2015-07-26 00:00:00,57.0,2015-07-26,849.9
2015-07-27,2015-07-27 00:00:00,2015-07-27 00:00:00,330.0,42908,2015-07-27 00:00:00,211.0,118956,2015-07-27 00:00:00,60.3,2015-07-27,849.9
2015-07-28,2015-07-28 00:00:00,2015-07-28 00:00:00,326.0,43004,2015-07-28 00:00:00,211.0,119052,2015-07-28 00:00:00,59.0,2015-07-28,849.9
2015-07-29,2015-07-29 00:00:00,2015-07-29 00:00:00,338.0,43100,2015-07-29 00:00:00,208.0,119148,2015-07-29 00:00:00,58.3,2015-07-29,849.9
2015-07-30,2015-07-30 00:00:00,2015-07-30 00:00:00,334.0,43196,2015-07-30 00:00:00,211.0,119244,2015-07-30 00:00:00,57.0,2015-07-30,850.1
2015-07-31,2015-07-31 00:00:00,2015-07-31 00:00:00,330.0,43292,2015-07-31 00:00:00,200.0,119340,2015-07-31 00:00:00,59.0,2015-07-31,850.1
2015-08-01,2015-08-01 00:00:00,2015-08-01 00:00:00,326.0,43388,2015-08-01 00:00:00,203.0,119436,2015-08-01 00:00:00,58.3,2015-08-01,849.6
2015-08-02,2015-08-02 00:00:00,2015-08-02 00:00:00,322.0,43484,2015-08-02 00:00:00,198.0,119532,2015-08-02 00:00:00,59.6,2015-08-02,849.7
2015-08-03,2015-08-03 00:00:00,2015-08-03 00:00:00,326.0,43580,2015-08-03 00:00:00,198.0,119628,2015-08-03 00:00:00,59.0,2015-08-03,850.3
2015-08-04,2015-08-04 00:00:00,2015-08-04 00:00:00,326.0,43676,2015-08-04 00:00:00,198.0,119724,2015-08-04 00:00:00,57.6,2015-08-04,850.4
2015-08-05,2015-08-05 00:00:00,2015-08-05 00:00:00,311.0,43772,2015-08-05 00:00:00,193.0,119820,2015-08-05 00:00:00,59.0,2015-08-05,850.4
2015-08-06,2015-08-06 00:00:00,2015-08-06 00:00:00,314.0,43868,2015-08-06 00:00:00,193.0,119916,2015-08-06 00:00:00,58.3,2015-08-06,850.5
2015-08-07,2015-08-07 00:00:00,2015-08-07 00:00:00,307.0,43964,2015-08-07 00:00:00,190.0,120012,2015-08-07 00:00:00,59.0,2015-08-07,850.5
2015-08-08,2015-08-08 00:00:00,2015-08-08 00:00:00,307.0,44060,2015-08-08 00:00:00,190.0,120108,2015-08-08 00:00:00,58.3,2015-08-08,850.5
2015-08-09,2015-08-09 00:00:00,2015-08-09 00:00:00,303.0,44156,2015-08-09 00:00:00,188.0,120204,2015-08-09 00:00:00,59.6,2015-08-09,850.6
2015-08-10,2015-08-10 00:00:00,2015-08-10 00:00:00,292.0,44252,2015-08-10 00:00:00,188.0,120300,2015-08-10 00:00:00,59.6,2015-08-10,850.7
2015-08-11,2015-08-11 00:00:00,2015-08-11 00:00:00,284.0,44348,2015-08-11 00:00:00,188.0,120396,2015-08-11 00:00:00,59.0,2015-08-11,850.7
2015-08-12,2015-08-12 00:00:00,2015-08-12 00:00:00,281.0,44444,2015-08-12 00:00:00,184.0,120492,2015-08-12 00:00:00,55.7,2015-08-12,850.7
2015-08-13,2015-08-13 00:00:00,2015-08-13 00:00:00,277.0,44540,2015-08-13 00:00:00,182.0,120588,2015-08-13 00:00:00,60.3,2015-08-13,850.8
2015-08-14,2015-08-14 00:00:00,2015-08-14 00:00:00,281.0,44636,2015-08-14 00:00:00,179.0,120684,2015-08-14 00:00:00,58.3,2015-08-14,850.8
2015-08-15,2015-08-15 00:00:00,2015-08-15 00:00:00,284.0,44732,2015-08-15 00:00:00,177.0,120780,2015-08-15 00:00:00,60.9,2015-08-15,850.9
2015-08-16,2015-08-16 00:00:00,2015-08-16 00:00:00,270.0,44828,2015-08-16 00:00:00,179.0,120876,2015-08-16 00:00:00,60.9,2015-08-16,850.9
2015-08-17,2015-08-17 00:00:00,2015-08-17 00:00:00,270.0,44924,2015-08-17 00:00:00,182.0,120972,2015-08-17 00:00:00,60.9,2015-08-17,851.0
2015-08-18,2015-08-18 00:00:00,2015-08-18 00:00:00,270.0,45020,2015-08-18 00:00:00,182.0,121068,2015-08-18 00:00:00,59.0,2015-08-18,850.9
2015-08-19,2015-08-19 00:00:00,2015-08-19 00:00:00,252.0,45116,2015-08-19 00:00:00,177.0,121164,2015-08-19 00:00:00,57.6,2015-08-19,851.0
2015-08-20,2015-08-20 00:00:00,2015-08-20 00:00:00,259.0,45212,2015-08-20 00:00:00,175.0,121260,2015-08-20 00:00:00,58.3,2015-08-20,851.0
2015-08-21,2015-08-21 00:00:00,2015-08-21 00:00:00,252.0,45308,2015-08-21 00:00:00,177.0,121356,2015-08-21 00:00:00,58.3,2015-08-21,851.0
2015-08-22,2015-08-22 00:00:00,2015-08-22 00:00:00,266.0,45404,2015-08-22 00:00:00,177.0,121452,2015-08-22 00:00:00,58.3,2015-08-22,851.1
2015-08-23,2015-08-23 00:00:00,2015-08-23 00:00:00,242.0,45500,2015-08-23 00:00:00,177.0,121548,2015-08-23 00:00:00,57.6,2015-08-23,851.1
2015-08-24,2015-08-24 00:00:00,2015-08-24 00:00:00,246.0,45596,2015-08-24 00:00:00,175.0,121644,2015-08-24 00:00:00,58.3,2015-08-24,851.1
2015-08-25,2015-08-25 00:00:00,2015-08-25 00:00:00,252.0,45692,2015-08-25 00:00:00,171.0,121740,2015-08-25 00:00:00,57.0,2015-08-25,851.1
2015-08-26,2015-08-26 00:00:00,2015-08-26 00:00:00,246.0,45788,2015-08-26 00:00:00,171.0,121836,2015-08-26 00:00:00,56.3,2015-08-26,851.1
2015-08-27,2015-08-27 00:00:00,2015-08-27 00:00:00,232.0,45884,2015-08-27 00:00:00,171.0,121932,2015-08-27 00:00:00,55.7,2015-08-27,851.1
2015-08-28,2015-08-28 00:00:00,2015-08-28 00:00:00,232.0,45980,2015-08-28 00:00:00,166.0,122028,2015-08-28 00:00:00,57.6,2015-08-28,851.2
2015-08-29,2015-08-29 00:00:00,2015-08-29 00:00:00,239.0,46076,2015-08-29 00:00:00,166.0,122124,2015-08-29 00:00:00,56.3,2015-08-29,851.2
2015-08-30,2015-08-30 00:00:00,2015-08-30 00:00:00,239.0,46172,2015-08-30 00:00:00,168.0,122220,2015-08-30 00:00:00,55.7,2015-08-30,851.2
2015-08-31,2015-08-31 00:00:00,2015-08-31 00:00:00,239.0,46268,2015-08-31 00:00:00,171.0,122316,2015-08-31 00:00:00,57.0,2015-08-31,851.2
2015-09-01,2015-09-01 00:00:00,2015-09-01 00:00:00,216.0,46364,2015-09-01 00:00:00,166.0,122412,2015-09-01 00:00:00,55.7,2015-09-01,851.2
2015-09-02,2015-09-02 00:00:00,2015-09-02 00:00:00,226.0,46460,2015-09-02 00:00:00,164.0,122508,2015-09-02 00:00:00,54.4,2015-09-02,851.2
2015-09-03,2015-09-03 00:00:00,2015-09-03 00:00:00,226.0,46556,2015-09-03 00:00:00,166.0,122604,2015-09-03 00:00:00,53.1,2015-09-03,851.2
2015-09-04,2015-09-04 00:00:00,2015-09-04 00:00:00,226.0,46652,2015-09-04 00:00:00,160.0,122700,2015-09-04 00:00:00,59.0,2015-09-04,851.2
2015-09-05,2015-09-05 00:00:00,2015-09-05 00:00:00,223.0,46748,2015-09-05 00:00:00,160.0,122796,2015-09-05 00:00:00,57.6,2015-09-05,851.2
2015-09-06,2015-09-06 00:00:00,2015-09-06 00:00:00,223.0,46844,2015-09-06 00:00:00,158.0,122892,2015-09-06 00:00:00,61.6,2015-09-06,851.2
2015-09-07,2015-09-07 00:00:00,2015-09-07 00:00:00,239.0,46940,2015-09-07 00:00:00,162.0,122988,2015-09-07 00:00:00,60.3,2015-09-07,851.2
2015-09-08,2015-09-08 00:00:00,2015-09-08 00:00:00,216.0,47036,2015-09-08 00:00:00,153.0,123084,2015-09-08 00:00:00,61.6,2015-09-08,851.2
2015-09-09,2015-09-09 00:00:00,2015-09-09 00:00:00,226.0,47132,2015-09-09 00:00:00,151.0,123180,2015-09-09 00:00:00,60.3,2015-09-09,851.3
2015-09-10,2015-09-10 00:00:00,2015-09-10 00:00:00,219.0,47228,2015-09-10 00:00:00,153.0,123276,2015-09-10 00:00:00,58.3,2015-09-10,851.3
2015-09-11,2015-09-11 00:00:00,2015-09-11 00:00:00,213.0,47324,2015-09-11 00:00:00,158.0,123372,2015-09-11 00:00:00,58.3,2015-09-11,851.3
2015-09-12,2015-09-12 00:00:00,2015-09-12 00:00:00,232.0,47420,2015-09-12 00:00:00,158.0,123468,2015-09-12 00:00:00,59.6,2015-09-12,851.3
2015-09-13,2015-09-13 00:00:00,2015-09-13 00:00:00,239.0,47516,2015-09-13 00:00:00,160.0,123564,2015-09-13 00:00:00,59.0,2015-09-13,851.3
2015-09-14,2015-09-14 00:00:00,2015-09-14 00:00:00,223.0,47612,2015-09-14 00:00:00,160.0,123660,2015-09-14 00:00:00,57.6,2015-09-14,851.3
2015-09-15,2015-09-15 00:00:00,2015-09-15 00:00:00,226.0,47708,2015-09-15 00:00:00,155.0,123756,2015-09-15 00:00:00,57.0,2015-09-15,851.3
2015-09-16,2015-09-16 00:00:00,2015-09-16 00:00:00,219.0,47804,2015-09-16 00:00:00,153.0,123852,2015-09-16 00:00:00,57.6,2015-09-16,851.3
2015-09-17,2015-09-17 00:00:00,2015-09-17 00:00:00,236.0,47900,2015-09-17 00:00:00,158.0,123948,2015-09-17 00:00:00,57.0,2015-09-17,851.3
2015-09-18,2015-09-18 00:00:00,2015-09-18 00:00:00,223.0,47996,2015-09-18 00:00:00,155.0,124044,2015-09-18 00:00:00,57.0,2015-09-18,851.4
2015-09-19,2015-09-19 00:00:00,2015-09-19 00:00:00,216.0,48092,2015-09-19 00:00:00,155.0,124140,2015-09-19 00:00:00,57.0,2015-09-19,851.4
2015-09-20,2015-09-20 00:00:00,2015-09-20 00:00:00,213.0,48188,2015-09-20 00:00:00,158.0,124236,2015-09-20 00:00:00,56.3,2015-09-20,851.4
2015-09-21,2015-09-21 00:00:00,2015-09-21 00:00:00,226.0,48284,2015-09-21 00:00:00,158.0,124332,2015-09-21 00:00:00,57.0,2015-09-21,851.4
2015-09-22,2015-09-22 00:00:00,2015-09-22 00:00:00,204.0,48380,2015-09-22 00:00:00,155.0,124428,2015-09-22 00:00:00,57.6,2015-09-22,851.4
2015-09-23,2015-09-23 00:00:00,2015-09-23 00:00:00,207.0,48476,2015-09-23 00:00:00,155.0,124524,2015-09-23 00:00:00,57.0,2015-09-23,851.4
2015-09-24,2015-09-24 00:00:00,2015-09-24 00:00:00,201.0,48572,2015-09-24 00:00:00,151.0,124620,2015-09-24 00:00:00,57.0,2015-09-24,851.4
2015-09-25,2015-09-25 00:00:00,2015-09-25 00:00:00,207.0,48668,2015-09-25 00:00:00,151.0,124716,2015-09-25 00:00:00,59.6,2015-09-25,851.4
2015-09-26,2015-09-26 00:00:00,2015-09-26 00:00:00,207.0,48764,2015-09-26 00:00:00,153.0,124812,2015-09-26 00:00:00,59.6,2015-09-26,851.4
2015-09-27,2015-09-27 00:00:00,2015-09-27 00:00:00,207.0,48860,2015-09-27 00:00:00,158.0,124908,2015-09-27 00:00:00,59.6,2015-09-27,851.5
2015-09-28,2015-09-28 00:00:00,2015-09-28 00:00:00,210.0,48956,2015-09-28 00:00:00,158.0,125004,2015-09-28 00:00:00,59.6,2015-09-28,851.5
2015-09-29,2015-09-29 00:00:00,2015-09-29 00:00:00,198.0,49052,2015-09-29 00:00:00,155.0,125100,2015-09-29 00:00:00,59.6,2015-09-29,851.5
2015-09-30,2015-09-30 00:00:00,2015-09-30 00:00:00,195.0,49148,2015-09-30 00:00:00,153.0,125196,2015-09-30 00:00:00,60.9,2015-09-30,851.5
2015-10-01,2015-10-01 00:00:00,2015-10-01 00:00:00,201.0,49244,2015-10-01 00:00:00,151.0,125292,2015-10-01 00:00:00,60.9,2015-10-01,851.5
2015-10-02,2015-10-02 00:00:00,2015-10-02 00:00:00,195.0,49340,2015-10-02 00:00:00,149.0,125388,2015-10-02 00:00:00,60.3,2015-10-02,851.4
2015-10-03,2015-10-03 00:00:00,2015-10-03 00:00:00,201.0,49436,2015-10-03 00:00:00,149.0,125484,2015-10-03 00:00:00,59.6,2015-10-03,851.5
2015-10-04,2015-10-04 00:00:00,2015-10-04 00:00:00,204.0,49532,2015-10-04 00:00:00,149.0,125580,2015-10-04 00:00:00,60.3,2015-10-04,851.5
2015-10-05,2015-10-05 00:00:00,2015-10-05 00:00:00,204.0,49628,2015-10-05 00:00:00,149.0,125676,2015-10-05 00:00:00,60.9,2015-10-05,851.4
2015-10-06,2015-10-06 00:00:00,2015-10-06 00:00:00,189.0,49724,2015-10-06 00:00:00,143.0,125772,2015-10-06 00:00:00,62.9,2015-10-06,851.4
2015-10-07,2015-10-07 00:00:00,2015-10-07 00:00:00,195.0,49820,2015-10-07 00:00:00,145.0,125868,2015-10-07 00:00:00,61.6,2015-10-07,851.5
2015-10-08,2015-10-08 00:00:00,2015-10-08 00:00:00,201.0,49916,2015-10-08 00:00:00,143.0,125964,2015-10-08 00:00:00,63.6,2015-10-08,851.5
2015-10-09,2015-10-09 00:00:00,2015-10-09 00:00:00,204.0,50012,2015-10-09 00:00:00,143.0,126060,2015-10-09 00:00:00,63.6,2015-10-09,851.8
2015-10-10,2015-10-10 00:00:00,2015-10-10 00:00:00,198.0,50108,2015-10-10 00:00:00,145.0,126156,2015-10-10 00:00:00,62.9,2015-10-10,852.0
2015-10-11,2015-10-11 00:00:00,2015-10-11 00:00:00,213.0,50204,2015-10-11 00:00:00,145.0,126252,2015-10-11 00:00:00,62.9,2015-10-11,852.1
2015-10-12,2015-10-12 00:00:00,2015-10-12 00:00:00,201.0,50300,2015-10-12 00:00:00,147.0,126348,2015-10-12 00:00:00,62.9,2015-10-12,852.3
2015-10-13,2015-10-13 00:00:00,2015-10-13 00:00:00,204.0,50396,2015-10-13 00:00:00,141.0,126444,2015-10-13 00:00:00,62.9,2015-10-13,852.4
2015-10-14,2015-10-14 00:00:00,2015-10-14 00:00:00,201.0,50492,2015-10-14 00:00:00,141.0,126540,2015-10-14 00:00:00,62.2,2015-10-14,852.5
2015-10-15,2015-10-15 00:00:00,2015-10-15 00:00:00,210.0,50588,2015-10-15 00:00:00,141.0,126636,2015-10-15 00:00:00,60.3,2015-10-15,852.6
2015-10-16,2015-10-16 00:00:00,2015-10-16 00:00:00,207.0,50684,2015-10-16 00:00:00,141.0,126732,2015-10-16 00:00:00,60.9,2015-10-16,852.7
2015-10-17,2015-10-17 00:00:00,2015-10-17 00:00:00,210.0,50780,2015-10-17 00:00:00,141.0,126828,2015-10-17 00:00:00,59.6,2015-10-17,852.8
